
23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	35℃	35℃	35℃	35℃	35℃	35℃	35℃	35℃	35℃	35℃	35℃	35℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃
848	23		848	23	0.89149753	848	23	0.903649655	848	23	0.899022073	848	23	0.925443546	848	23	0.90861558	848	23	0.900288895	848	23	0.91764157	848	35		848	35		848	35		848	35		848	45		848	45		848	45		848	45		848	45		848	45	
849	23		849	23	0.891065961	849	23	0.902690729	849	23	0.898768413	849	23	0.924938278	849	23	0.908126164	849	23	0.899657928	849	23	0.917375545	849	35		849	35		849	35		849	35		849	45		849	45		849	45		849	45		849	45		849	45	
850	23		850	23	0.891874797	850	23	0.904425115	850	23	0.89841719	850	23	0.924966015	850	23	0.908000387	850	23	0.900470933	850	23	0.917221533	850	35		850	35		850	35		850	35		850	45		850	45		850	45		850	45		850	45		850	45	
851	23		851	23	0.891177212	851	23	0.903001003	851	23	0.899134437	851	23	0.924432764	851	23	0.906881731	851	23	0.898243618	851	23	0.916661632	851	35		851	35		851	35		851	35		851	45		851	45		851	45		851	45		851	45		851	45	
852	23		852	23	0.890982072	852	23	0.903438084	852	23	0.898965779	852	23	0.924053555	852	23	0.905566907	852	23	0.897879096	852	23	0.915625633	852	35		852	35		852	35		852	35		852	45		852	45		852	45		852	45		852	45		852	45	
853	23		853	23	0.890801013	853	23	0.903705415	853	23	0.898600001	853	23	0.922986806	853	23	0.905707422	853	23	0.897963034	853	23	0.915080418	853	35		853	35		853	35		853	35		853	45		853	45		853	45		853	45		853	45		853	45	
854	23		854	23	0.890772983	854	23	0.903522173	854	23	0.898600449	854	23	0.923379021	854	23	0.904798311	854	23	0.898270868	854	23	0.915388421	854	35		854	35		854	35		854	35		854	45		854	45		854	45		854	45		854	45		854	45	
855	23		855	23	0.891051724	855	23	0.90305701	855	23	0.898416966	855	23	0.923520058	855	23	0.90516155	855	23	0.898831946	855	23	0.915793193	855	35		855	35		855	35		855	35		855	45		855	45		855	45		855	45		855	45		855	45	
856	23		856	23	0.890619042	856	23	0.903395815	856	23	0.898178086	856	23	0.923857224	856	23	0.905343737	856	23	0.899000537	856	23	0.915710217	856	35		856	35		856	35		856	35		856	45		856	45		856	45		856	45		856	45		856	45	
857	23		857	23	0.889350117	857	23	0.899871284	857	23	0.897728203	857	23	0.92373094	857	23	0.90528775	857	23	0.898664181	857	23	0.915906186	857	35		857	35		857	35		857	35		857	45		857	45		857	45		857	45		857	45		857	45	
858	23		858	23	0.890535153	858	23	0.900167393	858	23	0.897488896	858	23	0.923548489	858	23	0.905036241	858	23	0.896856736	858	23	0.915807945	858	35		858	35		858	35		858	35		858	45		858	45		858	45		858	45		858	45		858	45	
859	23		859	23	0.890256657	859	23	0.899758438	859	23	0.897657555	859	23	0.923660624	859	23	0.906923448	859	23	0.897963481	859	23	0.915682342	859	35		859	35		859	35		859	35		859	45		859	45		859	45		859	45		859	45		859	45	
860	23		860	23	0.890368109	860	23	0.899504801	860	23	0.89761539	860	23	0.923267558	860	23	0.905679283	860	23	0.89820118	860	23	0.916297835	860	35		860	35		860	35		860	35		860	45		860	45		860	45		860	45		860	45		860	45	
861	23		861	23	0.890939805	861	23	0.899434	861	23	0.897404545	861	23	0.92309874	861	23	0.904868145	861	23	0.897179066	861	23	0.915724277	861	35		861	35		861	35		861	35		861	45		861	45		861	45		861	45		861	45		861	45	
862	23		862	23	0.889391539	862	23	0.899250736	862	23	0.896954909	862	23	0.922691749	862	23	0.905609271	862	23	0.896534675	862	23	0.915514068	862	35		862	35		862	35		862	35		862	45		862	45		862	45		862	45		862	45		862	45	
863	23		863	23	0.889251368	863	23	0.899067045	863	23	0.896855979	863	23	0.922986381	863	23	0.904183364	863	23	0.896758927	863	23	0.914646589	863	35		863	35		863	35		863	35		863	45		863	45		863	45		863	45		863	45		863	45	
864	23		864	23	0.888847383	864	23	0.898630413	864	23	0.896785331	864	23	0.922902632	864	23	0.904952383	864	23	0.895456275	864	23	0.914072361	864	35		864	35		864	35		864	35		864	45		864	45		864	45		864	45		864	45		864	45	
865	23		865	23	0.889293635	865	23	0.898474601	865	23	0.896096568	865	23	0.923183138	865	23	0.904504907	865	23	0.89544265	865	23	0.913974588	865	35		865	35		865	35		865	35		865	45		865	45		865	45		865	45		865	45		865	45	
866	23		866	23	0.889223338	866	23	0.898037745	866	23	0.894999391	866	23	0.92224265	866	23	0.904407024	866	23	0.895345087	866	23	0.913960729	866	35		866	35		866	35		866	35		866	45		866	45		866	45		866	45		866	45		866	45	
867	23		867	23	0.888582413	867	23	0.896853757	867	23	0.89536564	867	23	0.922256552	867	23	0.903749712	867	23	0.894896336	867	23	0.913051114	867	35		867	35		867	35		867	35		867	45		867	45		867	45		867	45		867	45		867	45	
868	23		868	23	0.888038747	868	23	0.896487274	868	23	0.896152615	868	23	0.924292377	868	23	0.904896195	868	23	0.894517318	868	23	0.912533126	868	35		868	35		868	35		868	35		868	45		868	45		868	45		868	45		868	45		868	45	
869	23		869	23	0.88854108	869	23	0.896938273	869	23	0.896082438	869	23	0.921933758	869	23	0.903959525	869	23	0.893747823	869	23	0.911553121	869	35		869	35		869	35		869	35		869	45		869	45		869	45		869	45		869	45		869	45	
870	23		870	23	0.88863805	870	23	0.897262285	870	23	0.895983957	870	23	0.92163888	870	23	0.90292495	870	23	0.89236054	870	23	0.911875653	870	35		870	35		870	35		870	35		870	45		870	45		870	45		870	45		870	45		870	45	
871	23		871	23	0.889824176	871	23	0.897657547	871	23	0.895731014	871	23	0.921217562	871	23	0.902953045	871	23	0.894349329	871	23	0.913596731	871	35		871	35		871	35		871	35		871	45		871	45		871	45		871	45		871	45		871	45	
872	23		872	23	0.889949197	872	23	0.897713778	872	23	0.895660568	872	23	0.92149856	872	23	0.903455839	872	23	0.892206422	872	23	0.912211085	872	35		872	35		872	35		872	35		872	45		872	45		872	45		872	45		872	45		872	45	
873	23		873	23	0.888874745	873	23	0.897205851	873	23	0.895435615	873	23	0.921064012	873	23	0.902505346	873	23	0.89129601	873	23	0.91081178	873	35		873	35		873	35		873	35		873	45		873	45		873	45		873	45		873	45		873	45	
874	23		874	23	0.888079479	874	23	0.896684231	874	23	0.894746157	874	23	0.920628366	874	23	0.902994494	874	23	0.890637749	874	23	0.911301425	874	35		874	35		874	35		874	35		874	45		874	45		874	45		874	45		874	45		874	45	
875	23		875	23	0.888163301	875	23	0.897981985	875	23	0.894661626	875	23	0.921133858	875	23	0.90340032	875	23	0.891030436	875	23	0.911316132	875	35		875	35		875	35		875	35		875	45		875	45		875	45		875	45		875	45		875	45	
876	23		876	23	0.888247213	876	23	0.898178515	876	23	0.894662299	876	23	0.921203929	876	23	0.902770678	876	23	0.890707906	876	23	0.912337178	876	35		876	35		876	35		876	35		876	45		876	45		876	45		876	45		876	45		876	45	
877	23		877	23	0.888637827	877	23	0.896642411	877	23	0.89466185	877	23	0.920656126	877	23	0.902406994	877	23	0.890147475	877	23	0.91138574	877	35		877	35		877	35		877	35		877	45		877	45		877	45		877	45		877	45		877	45	
878	23		878	23	0.888554628	878	23	0.898009865	878	23	0.894394957	878	23	0.920290976	878	23	0.902714869	878	23	0.890021523	878	23	0.910699969	878	35		878	35		878	35		878	35		878	45		878	45		878	45		878	45		878	45		878	45	
879	23		879	23	0.888568865	879	23	0.897416927	879	23	0.894310179	879	23	0.919589399	879	23	0.901344749	879	23	0.890414166	879	23	0.9107696	879	35		879	35		879	35		879	35		879	45		879	45		879	45		879	45		879	45		879	45	
880	23		880	23	0.888554628	880	23	0.897643135	880	23	0.894366451	880	23	0.91994087	880	23	0.901009159	880	23	0.889657894	880	23	0.910475634	880	35		880	35		880	35		880	35		880	45		880	45		880	45		880	45		880	45		880	45	
881	23		881	23	0.887759584	881	23	0.896825428	881	23	0.894450825	881	23	0.919772321	881	23	0.901065146	881	23	0.890694281	881	23	0.910685664	881	35		881	35		881	35		881	35		881	45		881	45		881	45		881	45		881	45		881	45	
882	23		882	23	0.888511693	882	23	0.897318494	882	23	0.894057192	882	23	0.920670476	882	23	0.901428607	882	23	0.888719138	882	23	0.909496166	882	35		882	35		882	35		882	35		882	45		882	45		882	45		882	45		882	45		882	45	
883	23		883	23	0.889363042	883	23	0.896429941	883	23	0.893621192	883	23	0.919870128	883	23	0.901330702	883	23	0.887500491	883	23	0.91057363	883	35		883	35		883	35		883	35		883	45		883	45		883	45		883	45		883	45		883	45	
884	23		884	23	0.887256828	884	23	0.896416451	884	23	0.893452309	884	23	0.921106076	884	23	0.898925784	884	23	0.887500915	884	23	0.909971751	884	35		884	35		884	35		884	35		884	45		884	45		884	45		884	45		884	45		884	45	
885	23		885	23	0.886475531	885	23	0.896303583	885	23	0.893606838	885	23	0.920418133	885	23	0.901121134	885	23	0.887374517	885	23	0.909131699	885	35		885	35		885	35		885	35		885	45		885	45		885	45		885	45		885	45		885	45	
886	23		886	23	0.887019909	886	23	0.894456779	886	23	0.893550768	886	23	0.918943789	886	23	0.900757717	886	23	0.886113632	886	23	0.90969189	886	35		886	35		886	35		886	35		886	45		886	45		886	45		886	45		886	45		886	45	
887	23		887	23	0.886880161	887	23	0.89596543	887	23	0.89336798	887	23	0.918985853	887	23	0.898101022	887	23	0.884937423	887	23	0.907173588	887	35		887	35		887	35		887	35		887	45		887	45		887	45		887	45		887	45		887	45	
888	23		888	23	0.886405457	888	23	0.895246629	888	23	0.89289004	888	23	0.920164715	888	23	0.897849291	888	23	0.885988127	888	23	0.906305439	888	35		888	35		888	35		888	35		888	45		888	45		888	45		888	45		888	45		888	45	
889	23		889	23	0.886168316	889	23	0.895359249	889	23	0.892214487	889	23	0.92069819	889	23	0.898338707	889	23	0.885959961	889	23	0.90885253	889	35		889	35		889	35		889	35		889	45		889	45		889	45		889	45		889	45		889	45	
890	23		890	23	0.883295043	890	23	0.894118176	890	23	0.891426614	890	23	0.919772097	890	23	0.899401197	890	23	0.883662936	890	23	0.909104227	890	35		890	35		890	35		890	35		890	45		890	45		890	45		890	45		890	45		890	45	
891	23		891	23	0.886573191	891	23	0.89903894	891	23	0.896447566	891	23	0.919519105	891	23	0.898212953	891	23	0.888760884	891	23	0.906739045	891	35		891	35		891	35		891	35		891	45		891	45		891	45		891	45		891	45		891	45	
892	23		892	23	0.886558486	892	23	0.899645548	892	23	0.896279131	892	23	0.9199404	892	23	0.900883181	892	23	0.88972756	892	23	0.908503017	892	35		892	35		892	35		892	35		892	45		892	45		892	45		892	45		892	45		892	45	
893	23		893	23	0.886140287	893	23	0.899306518	893	23	0.895997885	893	23	0.917441842	893	23	0.901051344	893	23	0.888382961	893	23	0.910881611	893	35		893	35		893	35		893	35		893	45		893	45		893	45		893	45		893	45		893	45	
894	23		894	23	0.885764109	894	23	0.899025	894	23	0.895660545	894	23	0.918621196	894	23	0.898660228	894	23	0.888817171	894	23	0.909860163	894	35		894	35		894	35		894	35		894	45		894	45		894	45		894	45		894	45		894	45	
895	23		895	23	0.885456672	895	23	0.898616001	895	23	0.895153718	895	23	0.918634561	895	23	0.899555425	895	23	0.889517625	895	23	0.910167921	895	35		895	35		895	35		895	35		895	45		895	45		895	45		895	45		895	45		895	45	
896	23		896	23	0.885875339	896	23	0.898446722	896	23	0.894802249	896	23	0.920403604	896	23	0.899414999	896	23	0.88944682	896	23	0.912365722	896	35		896	35		896	35		896	35		896	45		896	45		896	45		896	45		896	45		896	45	
897	23		897	23	0.886322057	897	23	0.897967146	897	23	0.894141723	897	23	0.921091323	897	23	0.900030371	897	23	0.889797963	897	23	0.910895203	897	35		897	35		897	35		897	35		897	45		897	45		897	45		897	45		897	45		897	45	
898	23		898	23	0.885457117	898	23	0.89776974	898	23	0.894268217	898	23	0.92043161	898	23	0.90008589	898	23	0.889741676	898	23	0.9107696	898	35		898	35		898	35		898	35		898	45		898	45		898	45		898	45		898	45		898	45	
899	23		899	23	0.886029747	899	23	0.898334304	899	23	0.894704687	899	23	0.920305326	899	23	0.899987984	899	23	0.889419794	899	23	0.911035401	899	35		899	35		899	35		899	35		899	45		899	45		899	45		899	45		899	45		899	45	
900	23		900	23	0.886154746	900	23	0.897967371	900	23	0.894689885	900	23	0.919027739	900	23	0.900100806	900	23	0.889306997	900	23	0.911203407	900	35		900	35		900	35		900	35		900	45		900	45		900	45		900	45		900	45		900	45	
901	23		901	23	0.886252406	901	23	0.8982356	901	23	0.894704216	901	23	0.919547088	901	23	0.902044023	901	23	0.889026905	901	23	0.909776205	901	35		901	35		901	35		901	35		901	45		901	45		901	45		901	45		901	45		901	45	
902	23		902	23	0.886670627	902	23	0.899588664	902	23	0.894704015	902	23	0.919280709	902	23	0.900044195	902	23	0.889251604	902	23	0.909761967	902	35		902	35		902	35		902	35		902	45		902	45		902	45		902	45		902	45		902	45	
903	23		903	23	0.886559398	903	23	0.898644128	903	23	0.894648393	903	23	0.919673528	903	23	0.900156571	903	23	0.888789273	903	23	0.909986235	903	35		903	35		903	35		903	35		903	45		903	45		903	45		903	45		903	45		903	45	
904	23		904	23	0.886838361	904	23	0.897967573	904	23	0.894324287	904	23	0.919842593	904	23	0.899988675	904	23	0.888453319	904	23	0.911063722	904	35		904	35		904	35		904	35		904	45		904	45		904	45		904	45		904	45		904	45	
905	23		905	23	0.88662925	905	23	0.897488223	905	23	0.893283853	905	23	0.919674043	905	23	0.899177738	905	23	0.888410881	905	23	0.91074148	905	35		905	35		905	35		905	35		905	45		905	45		905	45		905	45		905	45		905	45	
906	23		906	23	0.886894421	906	23	0.896599738	906	23	0.893620968	906	23	0.919856719	906	23	0.898911982	906	23	0.887990742	906	23	0.908362863	906	35		906	35		906	35		906	35		906	45		906	45		906	45		906	45		906	45		906	45	
907	23		907	23	0.887047694	907	23	0.897375602	907	23	0.894042591	907	23	0.918311991	907	23	0.899191562	907	23	0.887304136	907	23	0.910223938	907	35		907	35		907	35		907	35		907	45		907	45		907	45		907	45		907	45		907	45	
908	23		908	23	0.886684665	908	23	0.897389317	908	23	0.893719673	908	23	0.917847914	908	23	0.898688099	908	23	0.887416039	908	23	0.909734271	908	35		908	35		908	35		908	35		908	45		908	45		908	45		908	45		908	45		908	45	
909	23		909	23	0.886573191	909	23	0.896811263	909	23	0.893241262	909	23	0.919603033	909	23	0.899359212	909	23	0.887010196	909	23	0.910489918	909	35		909	35		909	35		909	35		909	45		909	45		909	45		909	45		909	45		909	45	
910	23		910	23	0.885876006	910	23	0.897050939	910	23	0.893297781	910	23	0.917133129	910	23	0.900561928	910	23	0.886267996	910	23	0.911329076	910	35		910	35		910	35		910	35		910	45		910	45		910	45		910	45		910	45		910	45	
911	23		911	23	0.885526746	911	23	0.896444556	911	23	0.893143476	911	23	0.918774747	911	23	0.899135597	911	23	0.886743951	911	23	0.910475902	911	35		911	35		911	35		911	35		911	45		911	45		911	45		911	45		911	45		911	45	
912	23		912	23	0.885010865	912	23	0.896529319	912	23	0.892903945	912	23	0.919898089	912	23	0.900016747	912	23	0.887808235	912	23	0.909538346	912	35		912	35		912	35		912	35		912	45		912	45		912	45		912	45		912	45		912	45	
913	23		913	23	0.885415072	913	23	0.895147476	913	23	0.892200604	913	23	0.919744091	913	23	0.899723097	913	23	0.887304605	913	23	0.908880851	913	35		913	35		913	35		913	35		913	45		913	45		913	45		913	45		913	45		913	45	
914	23		914	23	0.884549931	914	23	0.894484659	914	23	0.891933262	914	23	0.918635255	914	23	0.897541571	914	23	0.887024289	914	23	0.909804392	914	35		914	35		914	35		914	35		914	45		914	45		914	45		914	45		914	45		914	45	
915	23		915	23	0.883545754	915	23	0.895359271	915	23	0.89139905	915	23	0.919954974	915	23	0.897989315	915	23	0.887136617	915	23	0.909300642	915	35		915	35		915	35		915	35		915	45		915	45		915	45		915	45		915	45		915	45	
916	23		916	23	0.884048065	916	23	0.896063908	916	23	0.891693956	916	23	0.918171649	916	23	0.897457758	916	23	0.886982052	916	23	0.909706151	916	35		916	35		916	35		916	35		916	45		916	45		916	45		916	45		916	45		916	45	
917	23		917	23	0.884801554	917	23	0.894682267	917	23	0.891708534	917	23	0.918241294	917	23	0.897359874	917	23	0.886715831	917	23	0.906641517	917	35		917	35		917	35		917	35		917	45		917	45		917	45		917	45		917	45		917	45	
918	23		918	23	0.884062102	918	23	0.895217849	918	23	0.891778958	918	23	0.918381412	918	23	0.896800446	918	23	0.886421644	918	23	0.909692537	918	35		918	35		918	35		918	35		918	45		918	45		918	45		918	45		918	45		918	45	
919	23		919	23	0.883811592	919	23	0.895626826	919	23	0.891736345	919	23	0.915068851	919	23	0.895723975	919	23	0.887570157	919	23	0.908110876	919	35		919	35		919	35		919	35		919	45		919	45		919	45		919	45		919	45		919	45	
920	23		920	23	0.883504154	920	23	0.895034855	920	23	0.891033228	920	23	0.915532256	920	23	0.895206197	920	23	0.886743728	920	23	0.906431064	920	35		920	35		920	35		920	35		920	45		920	45		920	45		920	45		920	45		920	45	
921	23		921	23	0.883336421	921	23	0.893455134	921	23	0.890316205	921	23	0.916065977	921	23	0.895513894	921	23	0.888481216	921	23	0.906473489	921	35		921	35		921	35		921	35		921	45		921	45		921	45		921	45		921	45		921	45	
922	23		922	23	0.882652361	922	23	0.893751491	922	23	0.889514428	922	23	0.915743564	922	23	0.895724153	922	23	0.886617999	922	23	0.906921356	922	35		922	35		922	35		922	35		922	45		922	45		922	45		922	45		922	45		922	45	
923	23		923	23	0.881899339	923	23	0.8930183	923	23	0.889289453	923	23	0.915869623	923	23	0.896185498	923	23	0.886897846	923	23	0.907845076	923	35		923	35		923	35		923	35		923	45		923	45		923	45		923	45		923	45		923	45	
924	23		924	23	0.881690673	924	23	0.892962518	924	23	0.889627195	924	23	0.915799083	924	23	0.896073791	924	23	0.88406898	924	23	0.906249645	924	35		924	35		924	35		924	35		924	45		924	45		924	45		924	45		924	45		924	45	
925	23		925	23	0.881983651	925	23	0.89325793	925	23	0.889739582	925	23	0.91560255	925	23	0.895667765	925	23	0.884601022	925	23	0.906739268	925	35		925	35		925	35		925	35		925	45		925	45		925	45		925	45		925	45		925	45	
926	23		926	23	0.88213737	926	23	0.894541542	926	23	0.889740053	926	23	0.915588245	926	23	0.895052839	926	23	0.883956653	926	23	0.907019173	926	35		926	35		926	35		926	35		926	45		926	45		926	45		926	45		926	45		926	45	
927	23		927	23	0.881997688	927	23	0.89234197	927	23	0.889697216	927	23	0.91490095	927	23	0.895136675	927	23	0.88390059	927	23	0.905521828	927	35		927	35		927	35		927	35		927	45		927	45		927	45		927	45		927	45		927	45	
928	23		928	23	0.882025696	928	23	0.89347022	928	23	0.889514405	928	23	0.915405972	928	23	0.894884721	928	23	0.883760499	928	23	0.906641049	928	35		928	35		928	35		928	35		928	45		928	45		928	45		928	45		928	45		928	45	
929	23		929	23	0.881049081	929	23	0.892680349	929	23	0.889415946	929	23	0.915167576	929	23	0.89491277	929	23	0.883494523	929	23	0.905158098	929	35		929	35		929	35		929	35		929	45		929	45		929	45		929	45		929	45		929	45	
930	23		930	23	0.880211547	930	23	0.891496136	930	23	0.889022358	930	23	0.915097058	930	23	0.894479364	930	23	0.883677007	930	23	0.904401983	930	35		930	35		930	35		930	35		930	45		930	45		930	45		930	45		930	45		930	45	
931	23		931	23	0.879919237	931	23	0.891186087	931	23	0.88837484	931	23	0.914577686	931	23	0.894548908	931	23	0.883746472	931	23	0.905913499	931	35		931	35		931	35		931	35		931	45		931	45		931	45		931	45		931	45		931	45	
932	23		932	23	0.879528155	932	23	0.89162227	932	23	0.887770406	932	23	0.914394787	932	23	0.894395483	932	23	0.8843348	932	23	0.905479224	932	35		932	35		932	35		932	35		932	45		932	45		932	45		932	45		932	45		932	45	
933	23		933	23	0.879193578	933	23	0.890424545	933	23	0.888051675	933	23	0.913959835	933	23	0.894073538	933	23	0.882192116	933	23	0.905143324	933	35		933	35		933	35		933	35		933	45		933	45		933	45		933	45		933	45		933	45	
934	23		934	23	0.879012941	934	23	0.891001969	934	23	0.888501558	934	23	0.913566702	934	23	0.893864171	934	23	0.881520028	934	23	0.904821506	934	35		934	35		934	35		934	35		934	45		934	45		934	45		934	45		934	45		934	45	
935	23		935	23	0.880072956	935	23	0.89108716	935	23	0.888670665	935	23	0.911756267	935	23	0.892983199	935	23	0.880469325	935	23	0.905452242	935	35		935	35		935	35		935	35		935	45		935	45		935	45		935	45		935	45		935	45	
936	23		936	23	0.880212215	936	23	0.891341247	936	23	0.888389418	936	23	0.911419145	936	23	0.89186481	936	23	0.880889709	936	23	0.906837465	936	35		936	35		936	35		936	35		936	45		936	45		936	45		936	45		936	45		936	45	
937	23		937	23	0.880602384	937	23	0.890819132	937	23	0.888305066	937	23	0.912471522	937	23	0.892269944	937	23	0.882136031	937	23	0.906979158	937	35		937	35		937	35		937	35		937	45		937	45		937	45		937	45		937	45		937	45	
938	23		938	23	0.880323666	938	23	0.890311722	938	23	0.887179653	938	23	0.911952173	938	23	0.892857244	938	23	0.881953569	938	23	0.909339252	938	35		938	35		938	35		938	35		938	45		938	45		938	45		938	45		938	45		938	45	
939	23		939	23	0.878467696	939	23	0.889056462	939	23	0.886940571	939	23	0.911727634	939	23	0.894479341	939	23	0.880875637	939	23	0.905801711	939	35		939	35		939	35		939	35		939	45		939	45		939	45		939	45		939	45		939	45	
940	23		940	23	0.879640274	940	23	0.889226191	940	23	0.887067289	940	23	0.911293086	940	23	0.891640972	940	23	0.880217175	940	23	0.904933763	940	35		940	35		940	35		940	35		940	45		940	45		940	45		940	45		940	45		940	45	
941	23		941	23	0.879473675	941	23	0.889902947	941	23	0.887841054	941	23	0.91096962	941	23	0.891319629	941	23	0.88011912	941	23	0.905870895	941	35		941	35		941	35		941	35		941	45		941	45		941	45		941	45		941	45		941	45	
942	23		942	23	0.880616644	942	23	0.890114293	942	23	0.889106665	942	23	0.910998029	942	23	0.890662563	942	23	0.879657213	942	23	0.906039191	942	35		942	35		942	35		942	35		942	45		942	45		942	45		942	45		942	45		942	45	
943	23		943	23	0.880589059	943	23	0.890664468	943	23	0.888685243	943	23	0.911517423	943	23	0.891053851	943	23	0.879446586	943	23	0.90441602	943	35		943	35		943	35		943	35		943	45		943	45		943	45		943	45		943	45		943	45	
944	23		944	23	0.881481785	944	23	0.890241573	944	23	0.888122099	944	23	0.911011707	944	23	0.890802141	944	23	0.880483173	944	23	0.905647498	944	35		944	35		944	35		944	35		944	45		944	45		944	45		944	45		944	45		944	45	
945	23		945	23	0.880407733	945	23	0.88821083	945	23	0.888783477	945	23	0.911643438	945	23	0.890830235	945	23	0.880594897	945	23	0.904262432	945	35		945	35		945	35		945	35		945	45		945	45		945	45		945	45		945	45		945	45	
946	23		946	23	0.881258214	946	23	0.887435595	946	23	0.889570453	946	23	0.911587046	946	23	0.891179404	946	23	0.880707001	946	23	0.903100629	946	35		946	35		946	35		946	35		946	45		946	45		946	45		946	45		946	45		946	45	
947	23		947	23	0.880686741	947	23	0.889649107	947	23	0.888783029	947	23	0.911166601	947	23	0.891179627	947	23	0.881870479	947	23	0.90535313	947	35		947	35		947	35		947	35		947	45		947	45		947	45		947	45		947	45		947	45	
948	23		948	23	0.879849385	948	23	0.8872238	948	23	0.888108171	948	23	0.910815823	948	23	0.890829789	948	23	0.879895091	948	23	0.902484846	948	35		948	35		948	35		948	35		948	45		948	45		948	45		948	45		948	45		948	45	
949	23		949	23	0.880547237	949	23	0.887760056	949	23	0.888136206	949	23	0.911264453	949	23	0.891179605	949	23	0.879670838	949	23	0.902721902	949	35		949	35		949	35		949	35		949	45		949	45		949	45		949	45		949	45		949	45	
950	23		950	23	0.879709459	950	23	0.8870833	950	23	0.888501535	950	23	0.910927757	950	23	0.891179627	950	23	0.878718435	950	23	0.90121101	950	35		950	35		950	35		950	35		950	45		950	45		950	45		950	45		950	45		950	45	
951	23		951	23	0.880323666	951	23	0.889395065	951	23	0.888853228	951	23	0.910071465	951	23	0.889446046	951	23	0.878214314	951	23	0.901407381	951	35		951	35		951	35		951	35		951	45		951	45		951	45		951	45		951	45		951	45	
952	23		952	23	0.879110601	952	23	0.888351825	952	23	0.88812165	952	23	0.910338091	952	23	0.889166443	952	23	0.878550022	952	23	0.902204784	952	35		952	35		952	35		952	35		952	45		952	45		952	45		952	45		952	45		952	45	
953	23		953	23	0.880588392	953	23	0.888112352	953	23	0.888122301	953	23	0.91014176	953	23	0.889180735	953	23	0.877822095	953	23	0.901645085	953	35		953	35		953	35		953	35		953	45		953	45		953	45		953	45		953	45		953	45	
954	23		954	23	0.879458526	954	23	0.888747087	954	23	0.887686077	954	23	0.909931571	954	23	0.888565118	954	23	0.878270377	954	23	0.900721343	954	35		954	35		954	35		954	35		954	45		954	45		954	45		954	45		954	45		954	45	
955	23		955	23	0.879333103	955	23	0.88874639	955	23	0.886701937	955	23	0.910015521	955	23	0.888774687	955	23	0.877527931	955	23	0.899182554	955	35		955	35		955	35		955	35		955	45		955	45		955	45		955	45		955	45		955	45	
956	23		956	23	0.878203193	956	23	0.885955274	956	23	0.887053809	956	23	0.910646804	956	23	0.889348162	956	23	0.878494652	956	23	0.901295571	956	35		956	35		956	35		956	35		956	45		956	45		956	45		956	45		956	45		956	45	
957	23		957	23	0.879249637	957	23	0.887914946	957	23	0.885928194	957	23	0.910913877	957	23	0.889334338	957	23	0.878592706	957	23	0.901239576	957	35		957	35		957	35		957	35		957	45		957	45		957	45		957	45		957	45		957	45	
958	23		958	23	0.877463963	958	23	0.887548463	958	23	0.886167254	958	23	0.911067875	958	23	0.88946007	958	23	0.878424494	958	23	0.898552331	958	35		958	35		958	35		958	35		958	45		958	45		958	45		958	45		958	45		958	45	
959	23		959	23	0.878412526	959	23	0.88876078	959	23	0.886561089	959	23	0.910717322	959	23	0.889529904	959	23	0.87863443	959	23	0.902191394	959	35		959	35		959	35		959	35		959	45		959	45		959	45		959	45		959	45		959	45	
960	23		960	23	0.878663014	960	23	0.888521532	960	23	0.886996865	960	23	0.910787862	960	23	0.888970676	960	23	0.877289584	960	23	0.902443179	960	35		960	35		960	35		960	35		960	45		960	45		960	45		960	45		960	45		960	45	
961	23		961	23	0.878063934	961	23	0.888098412	961	23	0.886166805	961	23	0.910409057	961	23	0.888775133	961	23	0.877990508	961	23	0.900973307	961	35		961	35		961	35		961	35		961	45		961	45		961	45		961	45		961	45		961	45	
962	23		962	23	0.879109711	962	23	0.887351507	962	23	0.885745384	962	23	0.910408161	962	23	0.888929182	962	23	0.879040966	962	23	0.901197419	962	35		962	35		962	35		962	35		962	45		962	45		962	45		962	45		962	45		962	45	
963	23		963	23	0.87664109	963	23	0.884362332	963	23	0.88626569	963	23	0.910099673	963	23	0.888704898	963	23	0.877626432	963	23	0.899965696	963	35		963	35		963	35		963	35		963	45		963	45		963	45		963	45		963	45		963	45	
964	23		964	23	0.878245015	964	23	0.88822567	964	23	0.886659346	964	23	0.909734545	964	23	0.888439364	964	23	0.877570146	964	23	0.900763567	964	35		964	35		964	35		964	35		964	45		964	45		964	45		964	45		964	45		964	45	
965	23		965	23	0.878008564	965	23	0.887040311	965	23	0.885843596	965	23	0.909636268	965	23	0.888173786	965	23	0.877037881	965	23	0.903156668	965	35		965	35		965	35		965	35		965	45		965	45		965	45		965	45		965	45		965	45	
966	23		966	23	0.87627846	966	23	0.885010715	966	23	0.884535641	966	23	0.909299348	966	23	0.88797802	966	23	0.876757766	966	23	0.897908673	966	35		966	35		966	35		966	35		966	45		966	45		966	45		966	45		966	45		966	45	
